PAGA FOOTBALL APP — BASE DE DONNÉES EXERCICES COMPLÈTE (1150 exercices · PAGA + OTA + TC);;;;;;;;;;;;;;;;;;;;;;;;;
EXERCISE_ID;EXERCISE_NAME;MAIN_CATEGORY;SUB_CATEGORY;OBJECTIVE_PRIMARY;OBJECTIVE_SECONDARY;ENVIRONMENT;EQUIPMENT;EQUIPMENT_LEVEL;PRIORITY;SESSION_ROLE;MOVEMENT_PATTERN;VECTOR;CONTRACTION_TYPE;INTENSITY;NEURAL_LOAD;MECHANICAL_LOAD;METABOLIC_LOAD;SOLO_ONLY;FOOTBALL_TRANSFER;COMPATIBLE_DAYS;LEVEL;AGE_GROUP;POSITION_RELEVANCE;CONTRAINDICATIONS;PROGRESSION_GROUP
EX0951;World's greatest stretch;mobility;dynamic_mobility;mobility;"mobilité; full_body; avant_seance";field;none;minimal;core;activation;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U13_U15,U16_U18,adult;universal;;dynamic_mobility_series
EX0952;Leg swing avant-arrière D;mobility;hips;mobility;"mobilité; hanches; avant_seance";field;Appui mur;standard;core;activation;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;intermediate;U13_U15,U16_U18,adult;universal;;hips_series
EX0953;Leg swing latéral D;mobility;dynamic_mobility;mobility;"mobilité; latéral; avant_seance";field;Appui mur;standard;core;activation;carry;lateral;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;intermediate;U13_U15,U16_U18,adult;universal;;dynamic_mobility_series
EX0954;Deep squat hold;coordination;rhythm;coordination;"amplitude; hanches; avant_seance";field;none;minimal;core;activation;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;rhythm_series
EX0955;Couch Stretch;mobility;hips;mobility;"hip_flexor; psoas; avant_seance";field;Aucun/mur;standard;core;activation;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hips_series
EX0956;90/90 Stretch;mobility;hips;mobility;"hanche; rotation; mobilité";field;none;minimal;core;main;rotation;rotational;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hips_series
EX0957;Pigeon;coordination;rhythm;coordination;"fessiers; rotation_externe";field;none;minimal;core;main;rotation;rotational;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0958;Frog;mobility;adductors;mobility;"adducteurs; amplitude; mobilité";field;none;minimal;core;main;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;adductors_series
EX0959;Cossack Squat;lower_body_strength;squat_pattern;lower_body_strength;"adducteurs; squat; mobilité";field;none;minimal;core;main;squat;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U13_U15,U16_U18,adult;universal;;squat_pattern_series
EX0960;Hip CARs;mobility;hips;mobility;"hanche; cars; articulaire";field;none;minimal;core;main;sprint;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hips_series
EX0961;Hip Airplanes;proprioception;single_leg_stability;proprioception;"hanche; rotation; équilibre";field;none;minimal;core;main;rotation;rotational;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U13_U15,U16_U18,adult;universal;;single_leg_stability_series
EX0962;Bretzel Stretch;mobility;dynamic_mobility;mobility;"global; rotation; mobilité";field;none;minimal;core;main;rotation;rotational;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U13_U15,U16_U18,adult;universal;;dynamic_mobility_series
EX0963;Mobilité dynamiques hanches debout;coordination;rhythm;coordination;"hanches; dynamique; avant_seance";field;none;minimal;core;activation;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;rhythm_series
EX0964;Mobilité Scorpion;mobility;thoracic;mobility;"mobilité; scorpion; thoracique";field;none;minimal;core;main;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U13_U15,U16_U18,adult;universal;;thoracic_series
EX0965;Mobilité roulement sur le dos;mobility;dynamic_mobility;mobility;"mobilité; dos; roulement";field;none;minimal;core;main;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;intermediate;U13_U15,U16_U18,adult;universal;back;dynamic_mobility_series
EX0966;Mobilité 4 appuis;coordination;footwork;coordination;"mobilité; 4_appuis; fonctionnel";field;none;minimal;core;main;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;intermediate;U13_U15,U16_U18,adult;universal;;footwork_series
EX0967;Mobilité ciseau chandelle;mobility;dynamic_mobility;mobility;"mobilité; chandelle; ciseau";field;none;minimal;core;main;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;dynamic_mobility_series
EX0968;mobilité exterieure rythmée;mobility;dynamic_mobility;mobility;"mobilité; extérieure; rythmée";field;none;minimal;core;main;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;dynamic_mobility_series
EX0969;mobilité griffé + allongée;mobility;dynamic_mobility;mobility;"mobilité; griffé; allongée";field;none;minimal;core;main;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;dynamic_mobility_series
EX0970;Clamshell (abducteurs);prevention;hip_prehab;prevention;"activation; fessiers; abducteurs";field;none;minimal;core;activation;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hip_prehab_series
EX0971;Monster walk avant;prevention;hip_prehab;prevention;"activation; abducteurs";field;none;minimal;core;activation;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hip_prehab_series
EX0972;Glute bridge activation;coordination;rhythm;coordination;"activation; fessiers";field;none;minimal;core;activation;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;intermediate;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0973;Dead bug activation;trunk_extension;lumbar_extension;trunk_extension;"activation; core; lombaires";field;none;minimal;core;activation;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;back;lumbar_extension_series
EX0974;Prone External Rotations;prevention;shoulder_prehab;prevention;"épaule; re; prévention";gym;Haltères légers;standard;core;prehab;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;shoulder;shoulder_prehab_series
EX0975;Bench Lat Mobility;conditioning;rsa;conditioning;"mobilité; dorsal; thoracique";gym;Banc;standard;core;main;carry;horizontal;post_isometric;low;low;low;low;yes;high;MD-4;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;rsa_series
EX0976;Quadriceps stretch D;mobility;dynamic_mobility;mobility;"quadriceps; stretching; apres_seance";field;none;minimal;core;main;carry;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;dynamic_mobility_series
EX0977;Ischios stretch D;mobility;hamstrings;mobility;"ischios; stretching; apres_seance";field;none;minimal;core;main;carry;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;hamstring;hamstrings_series
EX0978;Mollets stretch D;lower_body_strength;calves;lower_body_strength;"mollets; cheville; apres_seance";field;Mur;standard;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;calves_series
EX0979;Hip flexor stretch D;mobility;hips;mobility;"hip_flexor; psoas; apres_seance";field;none;minimal;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;hips_series
EX0980;Hip Flexor Stretch;mobility;hips;mobility;"hip_flexor; accessible; apres_seance";field;none;minimal;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;hips_series
EX0981;Half Split;mobility;hamstrings;mobility;"ischios; stretch";field;none;minimal;core;main;carry;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;hamstring;hamstrings_series
EX0982;Butterfly;mobility;adductors;mobility;"adducteurs; stretch";field;none;minimal;core;main;carry;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;adductors_series
EX0983;Half Kneeling Achilles + Ankle Rockers;acceleration;resisted_acceleration;acceleration;"achille; cheville; mobilité";field;none;minimal;core;main;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;resisted_acceleration_series
EX0984;Banded Lying Hamstring Stretch;coordination;rhythm;coordination;"ischios; allongé; élastique";field;Élastique;standard;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;hamstring;rhythm_series
EX0985;Tibialis Raise;prevention;knee_prehab;prevention;"tibialis; shin_splints; prévention";field;Mur;standard;core;prehab;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;knee_prehab_series
EX0986;Band Pancake Stretch;coordination;rhythm;coordination;"adducteurs; pancake";field;Élastique;standard;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0987;stretch TFL;mobility;dynamic_mobility;mobility;"tfl; stretch; apres_seance";field;none;minimal;core;main;carry;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;dynamic_mobility_series
EX0988;stretch soléaire;acceleration;resisted_acceleration;acceleration;"soléaire; achille; apres_seance";field;Mur;standard;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;resisted_acceleration_series
EX0989;Stretch Ischios;mobility;hamstrings;mobility;"ischios; stretch; apres_seance";field;none;minimal;core;main;carry;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;hamstring;hamstrings_series
EX0990;Foam roller quadriceps;recovery;low_intensity_reset;recovery;"foam_roller; récupération; apres_seance";field;none;minimal;core;recovery;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U13_U15,U16_U18,adult;universal;;low_intensity_reset_series
EX0991;Foam roller ischios;coordination;rhythm;coordination;"foam_roller; ischios; apres_seance";field;none;minimal;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U13_U15,U16_U18,adult;universal;hamstring;rhythm_series
EX0992;Foam roller mollets;lower_body_strength;calves;lower_body_strength;"foam_roller; mollets";field;none;minimal;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U13_U15,U16_U18,adult;universal;;calves_series
EX0993;Respiration diaphragmatique;recovery;low_intensity_reset;recovery;"récupération; snc; respiration";field;none;minimal;advanced;recovery;sprint;horizontal;concentric;very_high;very_high;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;low_intensity_reset_series
EX0994;Pec Minor Stretch;coordination;rhythm;coordination;"pec_mineur; épaule; posture";field;none;minimal;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;shoulder;rhythm_series
EX0995;Lat Stretch;conditioning;rsa;conditioning;"dorsal; étirement";field;none;minimal;core;main;sprint;horizontal;concentric;low;low;low;low;yes;high;MD-4;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;rsa_series
EX0996;Cactus Stretch;coordination;rhythm;coordination;"thoracique; rotation";field;none;minimal;core;main;rotation;rotational;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;rhythm_series
EX0997;Sleeper Stretch;coordination;rhythm;coordination;"épaule; rotation; gardien";field;none;minimal;core;main;rotation;rotational;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U13_U15,U16_U18,adult;goalkeeper;shoulder;rhythm_series
EX0998;Neck CARs;mobility;dynamic_mobility;mobility;"cou; cars; articulaire";field;none;minimal;core;main;sprint;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;dynamic_mobility_series
EX0999;Back Bend;coordination;rhythm;coordination;"extension; thoracique; colonne";field;none;minimal;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX1000;Mobilité axiale penché;recovery;low_intensity_reset;recovery;"mobilité; axiale; récupération";field;none;minimal;core;recovery;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;low_intensity_reset_series
EX1001;mobilité au sol;recovery;low_intensity_reset;recovery;"mobilité; sol; récupération";field;none;minimal;core;recovery;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;intermediate;U13_U15,U16_U18,adult;universal;;low_intensity_reset_series
EX1002;Stretch psoas + mobilité;mobility;dynamic_mobility;mobility;"psoas; mobilité; stretch";field;none;minimal;core;main;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;MD+2,MD-2,MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;dynamic_mobility_series
EX1003;Band Pec Minor Stretch;coordination;rhythm;coordination;"pec_mineur; élastique";field;Élastique;standard;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;rhythm_series
EX1004;Band Lat Stretch;conditioning;rsa;conditioning;"dorsal; élastique";field;Élastique;standard;core;main;sprint;horizontal;concentric;low;low;low;low;yes;high;MD-4;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;rsa_series
EX1005;Backpack Stretch;coordination;rhythm;coordination;"épaule; postérieure";field;none;minimal;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;shoulder;rhythm_series
EX1006;Lateral Neck Stretch;coordination;rhythm;coordination;"cou; cervical";field;none;minimal;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;rhythm_series
EX1007;Neck Rotation;coordination;rhythm;coordination;"cou; rotation";field;none;minimal;core;main;rotation;rotational;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;rhythm_series
EX1008;Overhead Band Lat Stretch;conditioning;rsa;conditioning;"dorsal; overhead";field;Élastique;standard;core;main;sprint;horizontal;concentric;low;low;low;low;yes;high;MD-4;beginner;U13_U15,U16_U18,adult;universal;;rsa_series
EX1009;4 Way Neck Stretch;coordination;rhythm;coordination;"cou; 4_directions";field;none;minimal;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;rhythm_series
EX1010;Bicep Stretch;shoulders;shoulder_press;shoulders;"biceps; épaule; gardien";field;Mur;standard;core;main;sprint;horizontal;concentric;low;low;low;low;yes;low;MD+2,MD-2,Tous;beginner;U13_U15,U16_U18,adult;goalkeeper;shoulder;shoulder_press_series
EX1011;Planche frontale forearm;core_static;plank;core_static;"core; anti-extension";field;none;minimal;core;core;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;plank_series
EX1012;Planche sur mains;core_static;plank;core_static;"core; anti-extension";field;none;minimal;core;core;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;plank_series
EX1013;Dead bug classique;core_static;plank;core_static;"core; anti-extension; psoas";field;none;minimal;core;core;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;plank_series
EX1014;Dead bug avancé;core_static;plank;core_static;"core; anti-extension; avancé";field;none;minimal;core;core;sprint;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1015;Hollow body hold;core_static;plank;core_static;"core; anti-extension; gymnique";field;none;minimal;core;core;sprint;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1016;Superman;trunk_extension;lumbar_extension;trunk_extension;"core; lombaires";field;none;minimal;core;core;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;back;lumbar_extension_series
EX1017;Plank Walkouts;core_static;plank;core_static;"core; anti-extension; walkout";field;none;minimal;core;core;sprint;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;plank_series
EX1018;Plank Pressups;core_static;plank;core_static;"core; push; planche; combiné";field;none;minimal;core;core;push;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1019;Hollow Holds;core_static;anti_extension;core_static;"core; hollow; anti-extension";field;none;minimal;core;core;sprint;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;anti_extension_series
EX1020;Dragon Flags;core_static;plank;core_static;"core; dragon_flag; avancé";gym;Banc;standard;secondary;core;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;plank_series
EX1021;Seal Walks;core_static;plank;core_static;"core; déplacement; épaule";field;none;minimal;core;core;sprint;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;shoulder;plank_series
EX1022;Bear Crawls;core_static;plank;core_static;"core; quadrupède; ours";field;none;minimal;core;core;sprint;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;intermediate;U13_U15,U16_U18,adult;universal;;plank_series
EX1023;Lateral Bear Crawl;core_static;plank;core_static;"core; ours; latéral";field;none;minimal;core;core;sprint;lateral;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;intermediate;U13_U15,U16_U18,adult;universal;;plank_series
EX1024;Plank Shoulder Taps;core_static;plank;core_static;"core; épaule; anti-rotation";field;none;minimal;core;core;rotation;rotational;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;shoulder;plank_series
EX1025;Plank Kettlebell Drag Through;core_static;plank;core_static;"core; anti-rotation; kb";gym;Kettlebell;standard;core;core;rotation;rotational;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1026;Wheel Rollouts;core_static;plank;core_static;"core; anti-extension; rollout";field;none;minimal;secondary;core;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1027;ABS Planche;core_static;plank;core_static;"core; planche; anti-extension";field;none;minimal;core;core;carry;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;plank_series
EX1028;ABS Planche sur les bras;core_static;plank;core_static;"core; planche; bras";field;none;minimal;core;core;carry;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;plank_series
EX1029;ABS Planche + genoux;core_static;plank;core_static;"core; planche; genoux; dynamique";field;none;minimal;core;core;carry;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;knee;plank_series
EX1030;ABS Planche + poussée jambe;core_static;plank;core_static;"core; planche; jambe; dynamique";field;none;minimal;core;core;carry;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1031;ABS dead bug;core_static;anti_extension;core_static;"core; dead_bug";field;none;minimal;core;core;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;anti_extension_series
EX1032;abs élastique dead bug rythmé;core_static;anti_extension;core_static;"core; dead_bug; élastique";field;Élastique;standard;core;core;sprint;horizontal;concentric;low;low;moderate;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;anti_extension_series
EX1033;abs élastique dead bug statique;core_static;anti_extension;core_static;"core; dead_bug; iso; élastique";field;Élastique;standard;core;core;sprint;horizontal;isometric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;anti_extension_series
EX1034;Abs planche sur ballon + mountain climber;core_static;plank;core_static;"core; planche; ballon; mountain";field;Ballon;standard;secondary;core;carry;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1035;Planche latérale D;core_static;plank;core_static;"core; latéral";field;none;minimal;core;core;sprint;lateral;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;plank_series
EX1036;Planche latérale G;core_static;plank;core_static;"core; latéral";field;none;minimal;core;core;sprint;lateral;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;plank_series
EX1037;Pallof press bilatéral;core_static;plank;core_static;"core; anti-rotation; pallof";field;Élastique;standard;core;core;rotation;rotational;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;plank_series
EX1038;Chop haut-bas;core_static;plank;core_static;"core; rotation; fonctionnel";field;none;minimal;core;core;rotation;rotational;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1039;Suitcase carry;core_static;plank;core_static;"core; anti-flexion; carry";gym;Haltère lourd;standard;core;core;carry;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1040;Pallof Press Walkouts;core_static;plank;core_static;"core; anti-rotation; walkout";field;Élastique;standard;core;core;rotation;rotational;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1041;Stir the Pot;core_static;plank;core_static;"core; stir_the_pot; instabilité";field;none;minimal;core;core;sprint;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1042;Cable Anti Rotation;core_static;plank;core_static;"core; anti-rotation; câble";field;none;minimal;core;core;rotation;rotational;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1043;Rolling Planks;core_static;plank;core_static;"core; rotation; dynamique";field;none;minimal;core;core;rotation;rotational;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1044;Unilateral Front Rack KB March;core_static;plank;core_static;"core; anti-rotation; kb";gym;Kettlebell;standard;core;core;rotation;rotational;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1045;Single Arm Overhead Carry;core_static;plank;core_static;"core; overhead; carry";gym;Haltère;standard;core;core;carry;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1046;Kneeling Pallof Press;core_static;plank;core_static;"core; anti-rotation; genou";field;Élastique;standard;core;core;rotation;rotational;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;knee;plank_series
EX1047;Side Plank DB Raise;core_static;plank;core_static;"core; latéral; épaule";gym;Haltère;standard;core;core;sprint;lateral;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;shoulder;plank_series
EX1048;Side Plank Band Row;core_static;plank;core_static;"core; latéral; tirage";field;Élastique;standard;core;core;pull;lateral;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1049;ABS planche et adducteurs;core_static;plank;core_static;"core; latéral; adducteurs";field;none;minimal;core;core;sprint;lateral;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1050;Rotations 2 élastique;core_static;plank;core_static;"core; rotation; élastique";field;Élastique;standard;core;core;rotation;rotational;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;plank_series
EX1051;élastique rotations en fente;lower_body_strength;lunge_pattern;lower_body_strength;"core; rotation; fente";field;Élastique;standard;core;core;lunge;rotational;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;lunge_pattern_series
EX1052;abs élastique rotations à genou;core_static;plank;core_static;"core; rotation; genou; élastique";field;Élastique;standard;core;core;rotation;rotational;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;knee;plank_series
EX1053;Crunch classique;core_static;plank;core_static;"core; concentrique";field;none;minimal;core;core;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;plank_series
EX1054;Bicycle crunch;core_static;plank;core_static;"core; rotation; dynamique";field;none;minimal;core;core;rotation;rotational;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;plank_series
